sno,firstname,lastname,gender,dob,personphone,city,statename,zip,primarylanguage,primaryocc,maxeducationlevel,maritalstatus,productcategory,annualincome,leadquality,datecreated 
4447,Juan,Elliott,male,1961-07-21,6844939067,Collinsberg,Oklahoma,76680,English,Salaried,Doctorate,Married,Home Insurance,78000,Best,
4448,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Disability Insurance,70000,Average,
4449,Andrew,Brown,male,1996-02-13,5175162037,Hoffmanfort,Delaware,28099,English,Salaried,Undergraduate,Unmarried,Home Insurance,81000,Average,
4450,James,Olszewski,male,1995-06-01,6167851285,Port Donnatown,Kentucky,93609,English,Salaried,Undergraduate,Unmarried,Life Insurance,64000,Poor,
4451,Rene,Woods,male,1960-10-20,2343449547,Kylestad,Maryland,85053,English,Salaried,Undergraduate,Widowed,Auto Insurance,86000,Average,
4452,Cassie,Hardt,female,1940-10-26,5200280260,Michaelton,Ohio,13072,English,Self employed,Secondary school,Widowed,Home Insurance,9000,Best,
4453,Jacqueline,Walsh,female,1968-07-24,6885485105,West Stevenchester,Arkansas,75213,English,Salaried,Undergraduate,Married,Disability Insurance,58000,Best,
4454,Jeanette,Howell,female,1951-09-06,6731214323,East Stephanieview,New York,83777,English,Salaried,Undergraduate,Divorced,Home Insurance,51000,Average,
4455,Eileen,Galyen,female,1948-09-22,7617423411,South Nancyfurt,Indiana,73672,English,Business,Postgraduate,Married,Life Insurance,69000,Poor,
4456,Mary,Chan,not specified,1997-10-04,7859578796,South Michaelview,Rhode Island,40973,English,Business,Postgraduate,Unmarried,Auto Insurance,94000,Poor,
4457,Toni,Smith,female,1966-07-30,1007941487,Johnview,Missouri,71698,English,Salaried,Undergraduate,Married,Auto Insurance,57000,Average,
4458,Tom,Hunter,male,1964-05-21,5702972392,Lake Janet,Rhode Island,55557,English,Salaried,Doctorate,Divorced,Life Insurance,85000,Best,
4459,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Life Insurance,70000,Average,
4460,Cesar,Rogers,male,1972-07-07,6641527510,Danielport,South Carolina,21697,English,Salaried,Undergraduate,Married,Home Insurance,56000,Poor,
4461,Debra,Alvarez,female,1962-02-14,2042139525,West Sabrina,Minnesota,67935,English,Business,Postgraduate,Married,Life Insurance,63000,Poor,
4462,Estelle,Grisham,female,1942-10-18,4213911712,Port Tonya,Nebraska,83972,English,Salaried,Postgraduate,Married,Auto Insurance,61000,Average,
4463,Billie,Constantino,female,1978-03-25,5193900287,North Patrickland,Wyoming,44591,English,Salaried,Undergraduate,Married,Auto Insurance,60000,Poor,
4464,Andrew,Brown,male,1996-02-13,5175162037,Hoffmanfort,Delaware,28099,English,Salaried,Undergraduate,Unmarried,Disability Insurance,81000,Average,
4465,Douglas,Chew,male,1976-11-26,5188070396,Anneshire,New Hampshire,57388,English,Unemployed,Secondary school,Divorced,Disability Insurance,1000,Average,
4466,Joann,Moore,not specified,1954-09-18,5176036621,North Markmouth,Utah,83327,English,Salaried,Doctorate,Married,Life Insurance,54000,Best,
4467,Robert,Slaughter,male,1980-10-21,6098174218,West Travisfurt,Alabama,2140,English,Salaried,Secondary school,Unmarried,Life Insurance,1000,Poor,
4468,Charles,Walker,female,1944-11-17,4030805685,Tiffanybury,Montana,6844,English,Self employed,Secondary school,Widowed,Life Insurance,30000,Best,
4469,Victoria,Luster,female,1983-05-03,2905547237,Allenchester,Pennsylvania,98502,English,Salaried,Undergraduate,Married,Disability Insurance,69000,Best,
4470,Ronald,Loveman,male,1994-11-27,8634787695,Port Angelaland,California,81169,English,Salaried,Doctorate,Unmarried,Disability Insurance,84000,Best,
4471,Lisa,Tillis,female,1990-02-21,7989737931,Nguyenstad,California,19474,English,Self employed,Elementary school,Unmarried,Disability Insurance,3000,Best,
4472,Petra,Eastman,female,1991-12-24,5828781993,Lake Wayne,North Dakota,15747,English,Business,Postgraduate,Married,Life Insurance,88000,Best,
4473,Amy,Jay,female,1940-11-12,2939889659,Alanport,Oklahoma,3001,English,Salaried,Undergraduate,Married,Disability Insurance,64000,Average,
4474,Maxine,Moss,female,1989-11-20,5801252198,West Tony,Indiana,38559,English,Salaried,Undergraduate,Unmarried,Disability Insurance,70000,Poor,
4475,Katherine,Booker,female,1973-05-02,8965661189,South Shelby,Montana,8823,English,Self employed,Secondary school,Married,Home Insurance,4000,Average,
4476,Cesar,Rogers,male,1972-07-07,6641527510,Danielport,South Carolina,21697,English,Salaried,Undergraduate,Married,Auto Insurance,56000,Poor,
4477,Hilda,Mccarty,female,1994-04-17,7495719292,Lake Jonathan,Connecticut,26423,English,Salaried,Postgraduate,Unmarried,Home Insurance,78000,Best,
4478,Andrew,Edwards,male,1981-06-06,8047859778,East Samanthaburgh,Ohio,3776,English,Salaried,Undergraduate,Married,Auto Insurance,71000,Best,
4479,Robert,Peter,male,1955-09-15,7059605880,West Stephanieside,Iowa,52878,English,Salaried,Postgraduate,Married,Disability Insurance,61000,Best,
4480,Whitney,Rodriquez,female,1955-12-24,2463430949,Tonyview,Louisiana,17204,English,Business,Postgraduate,Married,Life Insurance,84000,Best,
4481,Shirley,Somerville,female,1987-07-27,6592501000,Christianhaven,Florida,35035,English,Unemployed,Secondary school,Married,Life Insurance,1000,Average,
4482,Mark,Harter,male,1966-08-26,5983719762,South Nicoleport,Iowa,16977,English,Salaried,Doctorate,Married,Life Insurance,44000,Best,
4483,Catherine,Green,female,1963-08-13,6956817880,Lake Marcus,Indiana,74596,English,Salaried,Undergraduate,Married,Auto Insurance,59000,Poor,
4484,Nicholas,Glenn,male,1942-04-25,1054508697,Riverafort,Wisconsin,41555,English,Salaried,Undergraduate,Married,Home Insurance,80000,Best,
4485,William,Horne,male,1966-09-18,2590409524,North Deanna,Missouri,20097,English,Salaried,Undergraduate,Married,Home Insurance,85000,Best,
4486,Ronald,Stec,male,2000-03-11,3446881866,Shelleyville,Missouri,93393,English,Salaried,Undergraduate,Married,Auto Insurance,83000,Poor,
4487,Hayley,Peterson,female,1943-06-19,8803866126,Lake Kara,Tennessee,45070,English,Self employed,Elementary school,Divorced,Disability Insurance,35000,Average,
4488,Brenda,Wells,female,1988-01-02,1552144743,New Lisa,Kentucky,2326,English,Salaried,Doctorate,Married,Auto Insurance,76000,Poor,
4489,Margaret,Filthaut,female,1965-03-18,7785451299,Jensenstad,Indiana,40316,English,Salaried,Doctorate,Married,Disability Insurance,74000,Average,
4490,Tyler,Ortega,male,1943-11-27,9874738213,Richardsonport,Mississippi,83645,English,Salaried,Undergraduate,Widowed,Auto Insurance,62000,Average,
4491,Jacqueline,Walsh,female,1968-07-24,6885485105,West Stevenchester,Arkansas,75213,English,Salaried,Undergraduate,Married,Home Insurance,58000,Best,
4492,Catherine,Cooper,female,1971-12-01,5221355898,Kiddfort,Kansas,4221,English,Self employed,Secondary school,Married,Disability Insurance,8000,Best,
4493,Judith,Hugle,female,1999-05-12,1427324125,Brendastad,New Mexico,68087,English,Salaried,Doctorate,Unmarried,Life Insurance,58000,Best,
4494,Clyde,Geisler,male,1975-01-28,1936108546,Thomaschester,Oregon,49605,English,Self employed,Secondary school,Married,Disability Insurance,17000,Average,
4495,Lisa,Tillis,female,1990-02-21,7989737931,Nguyenstad,California,19474,English,Self employed,Elementary school,Unmarried,Home Insurance,3000,Best,
4496,Anita,Graham,female,1965-02-16,7084211351,Zacharymouth,Missouri,28677,English,Salaried,Doctorate,Married,Disability Insurance,40000,Poor,
4497,Harold,Conway,male,1955-05-12,3378249878,Staceyborough,South Carolina,45973,English,Self employed,Elementary school,Divorced,Home Insurance,60000,Average,
4498,Beverly,Smith,female,1991-05-05,9280190345,Curtisview,Georgia,15735,English,Salaried,Doctorate,Unmarried,Home Insurance,42000,Average,
4499,Joseph,Brown,male,1998-05-15,8589881958,Johnsonfort,Missouri,1266,English,Salaried,Doctorate,Married,Auto Insurance,43000,Poor,
4500,Sabrina,Dyer,female,1966-07-10,4439011982,Port Peterland,New York,97686,English,Salaried,Undergraduate,Married,Home Insurance,80000,Average,
4501,Robert,Holman,male,1981-09-10,7152822861,Moodyshire,Texas,50901,English,Business,Postgraduate,Married,Auto Insurance,73000,Best,
4502,Eileen,Snook,female,1983-02-27,7877489609,South Nicole,Montana,65718,English,Salaried,Undergraduate,Divorced,Disability Insurance,85000,Best,
4503,Katherine,Gomez,female,1946-04-06,2165104729,New George,North Dakota,71952,English,Business,Postgraduate,Widowed,Auto Insurance,67000,Best,
4504,Harvey,Small,male,1972-12-17,7834055097,Amandaton,Rhode Island,48233,English,Salaried,Postgraduate,Married,Life Insurance,51000,Best,
4505,William,Melton,male,1952-08-01,4405717996,Ryanborough,Maine,1006,English,Salaried,Undergraduate,Married,Home Insurance,84000,Poor,
4506,Alicia,Medovich,female,1981-03-28,2501139113,Kelseymouth,Louisiana,34566,English,Salaried,Undergraduate,Divorced,Life Insurance,40000,Average,
4507,Celeste,Williams,female,1995-11-10,1496929793,West Ryanberg,Alaska,41374,English,Self employed,Secondary school,Unmarried,Home Insurance,30000,Poor,
4508,Toni,Smith,female,1966-07-30,1007941487,Johnview,Missouri,71698,English,Salaried,Undergraduate,Married,Auto Insurance,57000,Average,
4509,Jeremy,Hightower,male,1945-12-08,2736539079,New Matthew,Maryland,59595,English,Salaried,Undergraduate,Divorced,Disability Insurance,46000,Best,
4510,James,Sharp,male,1986-05-04,1930514793,North Kathrynton,Delaware,29178,English,Self employed,Elementary school,Married,Disability Insurance,20000,Average,
4511,James,Savage,male,1978-08-14,3714786910,West Williamton,New Hampshire,19566,English,Business,Postgraduate,Married,Auto Insurance,91000,Poor,
4512,Patricia,Lindhorst,female,1988-08-24,4835439481,New Jill,Wisconsin,34265,English,Salaried,Undergraduate,Widowed,Home Insurance,81000,Best,
4513,Denise,Carter,female,1956-12-10,7049085971,Christinaton,Nebraska,64031,English,Salaried,Doctorate,Married,Home Insurance,95000,Average,
4514,Evelyn,Redmond,female,1985-01-12,1199186347,West Vincent,Delaware,56372,English,Salaried,Undergraduate,Widowed,Home Insurance,67000,Average,
4515,Kyle,Parvin,male,1983-12-27,7678553628,Lake Justin,Indiana,89141,English,Salaried,Postgraduate,Married,Home Insurance,77000,Average,
4516,Peter,Batton,male,1979-02-13,8963310848,East Katelyn,Louisiana,46121,English,Salaried,Undergraduate,Widowed,Home Insurance,66000,Average,
4517,Vicki,Rodriguez,not specified,1961-09-10,7816159908,Perezside,Virginia,28184,English,Salaried,Doctorate,Married,Life Insurance,65000,Best,
4518,Mark,Ye,male,1980-05-13,1998588776,Moorestad,Indiana,73523,English,Salaried,Undergraduate,Married,Life Insurance,88000,Poor,
4519,Earlene,Jones,female,1991-02-21,6736156451,Richardton,Montana,76872,English,Salaried,Undergraduate,Unmarried,Auto Insurance,51000,Poor,
4520,Earlene,Jones,female,1991-02-21,6736156451,Richardton,Montana,76872,English,Salaried,Undergraduate,Unmarried,Disability Insurance,51000,Poor,
4521,Douglas,Cook,male,1965-08-24,5181195704,Michaelville,Georgia,74654,English,Salaried,Undergraduate,Widowed,Auto Insurance,48000,Average,
4522,Hayley,Peterson,female,1943-06-19,8803866126,Lake Kara,Tennessee,45070,English,Self employed,Elementary school,Divorced,Auto Insurance,35000,Average,
4523,Kathryn,Brown,female,1960-09-24,6419348598,East Gabrielle,Alaska,60159,English,Salaried,Doctorate,Married,Life Insurance,56000,Poor,
4524,Patricia,Schleich,female,1955-10-19,9070615209,Figueroaview,Georgia,33806,English,Salaried,Doctorate,Widowed,Home Insurance,43000,Poor,
4525,Natalie,Ponce,female,1964-11-28,2005107364,East Michael,Delaware,85600,English,Business,Postgraduate,Widowed,Auto Insurance,69000,Average,
4526,Daniel,Pacheco,male,1991-03-18,9556233803,Brianburgh,Virginia,66699,English,Salaried,Undergraduate,Unmarried,Disability Insurance,69000,Average,
4527,Matthew,Powers,male,1982-04-15,7712406254,Port Jeffery,Massachusetts,96924,English,Salaried,Undergraduate,Widowed,Home Insurance,42000,Average,
4528,Anita,Graham,female,1965-02-16,7084211351,Zacharymouth,Missouri,28677,English,Salaried,Doctorate,Married,Disability Insurance,40000,Poor,
4529,Eileen,Galyen,female,1948-09-22,7617423411,South Nancyfurt,Indiana,73672,English,Business,Postgraduate,Married,Home Insurance,69000,Poor,
4530,Andrew,Brown,male,1996-02-13,5175162037,Hoffmanfort,Delaware,28099,English,Salaried,Undergraduate,Unmarried,Disability Insurance,81000,Average,
4531,Richard,Masker,male,1984-06-17,4901014190,Nathanielfort,Arkansas,80995,English,Salaried,Postgraduate,Widowed,Life Insurance,85000,Poor,
4532,Clara,Heath,female,1987-08-16,5010705639,Vegaburgh,Vermont,35139,English,Business,Postgraduate,Widowed,Home Insurance,62000,Average,
4533,Dana,Peterson,female,1967-05-24,6025201963,Danieltown,Kansas,13792,English,Business,Postgraduate,Widowed,Life Insurance,74000,Average,
4534,John,Baker,male,1958-07-01,5529099140,Cynthiafort,Georgia,36097,English,Salaried,Undergraduate,Widowed,Disability Insurance,73000,Poor,
4535,Sook,Ayers,female,1984-02-17,2530775650,North Linda,Wyoming,12415,English,Unemployed,Elementary school,Widowed,Home Insurance,1000,Poor,
4536,Herman,Mcneese,male,1979-03-31,8539270831,North Ryan,Arkansas,12893,English,Salaried,Doctorate,Married,Home Insurance,80000,Poor,
4537,Natalie,Ponce,female,1964-11-28,2005107364,East Michael,Delaware,85600,English,Business,Postgraduate,Widowed,Disability Insurance,69000,Average,
4538,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Auto Insurance,74000,Best,
4539,Richard,Manigault,male,1963-02-13,6581140715,East Jasmin,Mississippi,46928,English,Salaried,Postgraduate,Married,Life Insurance,63000,Average,
4540,Benjamin,Simon,male,1981-11-03,5525484771,West Juliefurt,New Mexico,52683,English,Self employed,Elementary school,Married,Auto Insurance,6000,Poor,
4541,Regina,Shaw,female,1949-01-24,9356801590,Rochaport,Tennessee,71016,English,Self employed,Elementary school,Widowed,Disability Insurance,22000,Average,
4542,Adelaide,Howard,not specified,1984-05-22,1494758033,Colliertown,West Virginia,59771,English,Self employed,Secondary school,Widowed,Disability Insurance,31000,Average,
4543,Charles,Stewart,male,1977-04-17,5140770904,West Robin,Oklahoma,66347,English,Salaried,Undergraduate,Married,Life Insurance,83000,Average,
4544,Maria,Vasquez,female,1981-11-13,3634350852,Roseburgh,Arizona,36301,English,Salaried,Undergraduate,Married,Life Insurance,45000,Poor,
4545,Craig,Cote,male,1943-04-30,1607825287,Rossbury,New Jersey,36195,English,Salaried,Undergraduate,Divorced,Auto Insurance,44000,Poor,
4546,Michael,Watkins,male,1975-07-22,4041820605,Port Steveport,North Carolina,51569,English,Business,Postgraduate,Widowed,Life Insurance,74000,Average,
4547,Sally,Coon,female,1980-06-03,2155411471,Michaelborough,Idaho,31771,English,Business,Postgraduate,Widowed,Home Insurance,65000,Average,
4548,Benjamin,Simon,male,1981-11-03,5525484771,West Juliefurt,New Mexico,52683,English,Self employed,Elementary school,Married,Auto Insurance,6000,Poor,
4549,Miguel,Goldbach,male,1995-03-10,8112159740,Jeffreymouth,Missouri,65964,English,Salaried,Undergraduate,Unmarried,Auto Insurance,88000,Best,
4550,Ethel,Hildebrant,female,1947-12-30,2930121180,Owensstad,Wyoming,90690,English,Self employed,Secondary school,Married,Life Insurance,24000,Best,
4551,Nanette,Fairey,female,1944-06-23,4039692702,South Brianhaven,West Virginia,40137,English,Business,Postgraduate,Married,Home Insurance,96000,Poor,
4552,Ruth,Robinson,female,1953-07-09,2116546422,West Jasmine,Montana,21227,English,Salaried,Undergraduate,Married,Auto Insurance,81000,Average,
4553,George,Hoffman,male,1990-09-16,8748350516,West Adam,New York,55635,English,Salaried,Doctorate,Unmarried,Life Insurance,80000,Best,
4554,Anna,Callaghan,female,1963-07-26,2907383790,Grantview,Mississippi,99317,English,Business,Postgraduate,Divorced,Home Insurance,81000,Poor,
4555,Christopher,Dancer,male,1941-04-06,7454009774,Benjaminstad,Alabama,72398,English,Self employed,Elementary school,Married,Disability Insurance,10000,Poor,
4556,Edward,Hirth,male,1944-03-13,1538515771,East Charles,Tennessee,76980,English,Salaried,Undergraduate,Widowed,Auto Insurance,72000,Best,
4557,Brian,Petrowski,male,1995-09-21,3367091813,West Michael,Louisiana,24634,English,Salaried,Undergraduate,Married,Home Insurance,62000,Average,
4558,Karen,Denault,female,1965-02-08,2275935513,Sherriville,Wisconsin,88811,English,Salaried,Postgraduate,Married,Disability Insurance,45000,Poor,
4559,Janelle,Hopkins,female,1949-05-24,3137052442,Johnburgh,Michigan,99536,English,Salaried,Doctorate,Married,Disability Insurance,41000,Poor,
4560,Jerrod,Bowman,male,1957-03-17,2711795515,Butlerbury,Maine,81397,English,Business,Postgraduate,Married,Disability Insurance,71000,Best,
4561,Thomas,Hively,male,1996-12-12,3838404082,New Spencer,Utah,21171,English,Salaried,Doctorate,Married,Auto Insurance,10000,Best,
4562,Margaret,Carpenter,female,2001-02-10,5607096137,Rebeccabury,Idaho,19228,English,Salaried,Undergraduate,Unmarried,Life Insurance,77000,Poor,
4563,Hector,Kiehl,male,1969-11-03,2155498651,Lopezborough,Alabama,79157,English,Salaried,Doctorate,Married,Life Insurance,40000,Average,
4564,Wilford,Skelley,male,1945-06-02,7424223780,Lake Kathyview,Oklahoma,21891,English,Salaried,Doctorate,Married,Life Insurance,85000,Best,
4565,Teresa,Matusz,female,1993-02-10,6554748189,West Gabrielaberg,Virginia,60130,English,Business,Postgraduate,Unmarried,Disability Insurance,79000,Poor,
4566,James,Wilson,male,1956-04-24,9549404160,South Maria,Washington,14837,English,Salaried,Doctorate,Married,Auto Insurance,68000,Poor,
